1 0 0
2 0.140441 0.0946279
4 0.130323 0.0916188
8 0.118299 0.0792404
16 0.105406 0.0646734
32 0.08849 0.0519167
64 0.0716461 0.0397452
128 0.0560652 0.029677
256 0.0427437 0.0216826
512 0.031855 0.0159878
1024 0.0232268 0.0118087
